id,description,language
50861575.0,"Want to experience the new Barcelona, where avant-garde design meets sea breezes and sandy beaches? Then this is the co-living apartment for you.",en
51759096.0,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
7.448062580210331e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe,en
52933728.0,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
39571615.0,"A sunny, 35m2, 1-bedroom, 1-bathroom studio  right in the city centre. Very close to Pl. Universitat and the trendy Sant Antoni quarter. The area is full of  restaurants, supermarkets and cafés which makes it a very good location from where you can easily acces many parts of the city. All in one open space with a comfortable  layout. Wifi included & washing machine, we provide towels and sheets. Building with elevator.",en
39548516.0,"A sunny, 35m2, 1-bedroom, 1-bathroom studio  right in the city centre. Very close to Pl. Universitat and the trendy Sant Antoni quarter. The area is full of  restaurants, supermarkets and cafés which makes it a very good location from where you can easily acces many parts of the city. All in one open space with a comfortable  layout. All expenses are included up until a  maximum of 50 euros/month/utility. Wifi included & washing machine, we provide towels and sheets. Building with elevator.",en
36824913.0,"A sunny, 35m2, 1-bedroom, 1-bathroom studio  right in the city centre. Very close to Pl. Universitat and the trendy Sant Antoni quarter. The area is full of  restaurants, supermarkets and cafés which makes it a very good location from where you can easily acces many parts of the city. All in one open space with a comfortable  layout.  Wifi included & washing machine, we provide towels and sheets. Building with elevator.",en
6.04823244440152e+17,"Renovated apartment in Les Corts, in front of the Camp Nou and a few minutes from the university area",en
16475404.0,"If you want to feel part of Barcelona, the best thing is to settle in the heart of the city: the Eixample.",en
30223189.0,Your home in the Gothic Quarter. Welcome to the most historic neighborhood in the city.,en
42947434.0,"Fabulous 4 bedroom 1 bathroom apartments in Eixample. Super well located a few steps from the Hospital de Sant Pau, in Travessera de Gracia. very well connected with all points of Barcelona. Equipped kitchen, wifi included. Washing machine and sheets and towels.  Very spacious and comfortable. Metro 2 minutes from Sant Pau / 2 de Maig. Ideal workers or students. Ideal for 4 people without sharing rooms or for 6 people.",en
42947823.0,"Fabulous 4 bedroom 1 bathroom apartments in Eixample. Super well located a few steps from the Hospital de Sant Pau, in Travessera de Gracia. very well connected with all points of Barcelona. Equipped kitchen, wifi included. Washing machine and sheets and towels.  Very spacious and comfortable. Metro 2 minutes from Sant Pau / 2 de Maig. Ideal workers or students.",en
36820320.0,"Spacious 4 bedrooms apartment few steps from Sagrada Familia. Right in Travessera de Gracia, next to Hospital Sant Pau. Has 130 square meters. It has a capacity of up to 6 people,4 bedrooms.  It is fully equipped kitchen and one full bathroom. comes with washing machine inside, complete kitchen, heating, Wifi and televisión. The property has elevator.<br />Towels and linen are provided and wifi as well included",en
42946904.0,"Fabulous 4 bedroom 1 bathroom apartments in Eixample. Super well located a few steps from the Hospital de Sant Pau, in Travessera de Gracia. very well connected with all points of Barcelona. Equipped kitchen, wifi included. Washing machine and sheets and towels. Very spacious and comfortable. Metro 2 minutes from Sant Pau / 2 de Maig. Ideal workers or students. Ideal for 4 people without sharing or for 6 people.",en
6.085502744595471e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe.,en
42947171.0,"Fabulous 4 bedroom 1 bathroom apartments in Eixample. Super well located a few steps from the Hospital de Sant Pau, in Travessera de Gracia. very well connected with all points of Barcelona. Equipped kitchen, wifi included. Washing machine and sheets and towels.Very spacious and comfortable. Metro 2 minutes from Sant Pau / 2 de Maig. Ideal workers or students.",en
19321989.0,"Located in a residential place in Diagonal Mar. Enjoy all kinds of services that will allow you to take a new model of life within the city. Live the experience of being located within the diagonal park, relax with a view of the spectacular views of mar mediterraneo and Barcelona. A few minutes from the best beaches in the city",en
9.385079269077873e+17,"This flat is located in the best and exclusive Barcelona areas, 3 minutes walking to Gracia Train ( 2 stops to Plaza Catalunya), and a walking distance to metro , Few minutes walking to Tusset Street and Diagonal Street and 10 minutes walking to Passeig de Gracia.",en
5.889412908362385e+17,HUT with provisional number 02-IU2020-0244.<br />4 Bedroom apartment with nice décor in a very quiet and familiar neighborhood: L'Eixample. Very well located close to blue metro line and Zona Universitaria.<br />Great for students or big families.<br />Exterior with balcony and 2 bathrooms.<br />The kitchen is fully equipped and is separated from the Spacious living room.<br />Building with elevator and wifi included.,en
9.179986325564278e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
8.527117869384822e+17,"Feel at home wherever you choose to live with Blueground. You’ll love this lovely Galvany furnished four-bedroom apartment with its modern decor, fully equipped kitchen, and comfortable living room with great balcony views. Ideally located, you’re close to all the best that Barcelona has to offer! (ID #BCN86)",en
1.0951774016330578e+18,"Renovated apartment with 4 bedrooms and 2 bathrooms.<br /><br />Enjoy your stay in Barcelona in Sant Gervasi, one of the best areas in Barcelona.<br /><br />Bed linen and bedding included.<br /><br />( For entry, it is important that the tenant has a mid-range to high smartphone that owns NFC technology)",en
9.36248186152348e+17,"This comfortable 5 bedrooms apartment 2 bathroom offers a convenient and central location for your stay. With easy access to public transportation, you'll have no trouble exploring Barcelona's main attractions, The apartment features modern amenities, a fully equipped kitchen for your convenience.<br /><br />The shared area has Fast Fibre Wi-Fi 2 Bathroom, washing machine,  a large furnished stylish lounge with big HD TV, American Kitchen with cooker/oven, 1 microwaves, pots, plates, toaster, etc.)",en
9.83923686945732e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
9.187390603217092e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
53396836.0,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe.,en
9.70094668990521e+17,"Super chic 3 bedroom &2 bathroom apartment top location. Right in the center of Barcelona, right in Plaza Cataluña, min from Paseo de Gracia. Plenty of public transport options, supermarkets. Building with elevator and fully renovated. Living room super spacious with brick walls , fully equipped kitchen. One room has 2 twins beds or 1 double with an en-suite bathroom, another room with 2 individual beds and the last room has a single bed. Capacity for 5 people",en
35784158.0,"Super chic 3 bedroom &2 bathroomapartment top location. Right in the centre of Barcelona, right in Plaza Cataluña, min from Paseo de Gracia. Plenty of public transport options, supermarkets. Building with elevator and fully renovated. Living room super spacious with brick walls , fully equipped kitchen. One room has 2 twins beds or 1 double with an ensuite bathroom, another room with 2 individual beds and the last room with possibility of one double or two twins. Capacity from 5 people or 6 max.",en
9.743521117853514e+17,"Luxury Forum is much more than a place to stay. It is a haven, away from the hustle and bustle of the city centre, where luxury and elegance merge in perfect harmony with functionality.",en
43178126.0,"Super chic 3 bedroom &2 bathroomapartment top location. Right in the centre of Barcelona, right in Plaza Cataluña, min from Paseo de Gracia. Plenty of public transport options, supermarkets. Building with elevator and fully renovated. Living room super spacious with brick walls , fully equipped kitchen. One room has 2 twins beds or 1 double with an ensuite bathroom, another room with 2 individual beds and the last room with possibility of one double or two twins. Capacity from 5 people or 6 max.",en
50862112.0,There’s only one way to feel part of Barcelona and that’s to set up in this apartment in the heart of the city: Co-living in Eixample.,en
8.91868251094082e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
35782737.0,"Super chic 3 bedroom &2 bathroom apartment top location. Right in the centre of Barcelona, right in Plaza Cataluña, min from Paseo de Gracia. Plenty of public transport options, supermarkets. Building with elevator and fully renovated. Living room super spacious with brick walls , fully equipped kitchen. One room has 2 twins beds or 1 double with an ensuite bathroom, another room with 2 single beds and the last room 1 single",en
40443970.0,"Super chic 3 bedroom &2 bathroomapartment top location. Right in the centre of Barcelona, right in Plaza Cataluña, min from Paseo de Gracia. Plenty of public transport options, supermarkets. Building with elevator and fully renovated. Living room super spacious with brick walls , fully equipped kitchen. One room has 2 twins beds or 1 double with an ensuite bathroom, another room with 2 individual beds and the last room with possibility of one double or two twins. Capacity from 5 people or 6 max.",en
43176687.0,"Super chic 3 bedroom &2 bathroom apartment top location. Right in the center of Barcelona, right in Plaza Cataluña, min from Paseo de Gracia. Plenty of public transport options, supermarkets. Building with elevator and fully renovated. Living room super spacious with brick walls , fully equipped kitchen. One room has 2 twins beds or 1 double with an en-suite bathroom, another room with 2 individual beds and the last room has a single bed. Capacity for 5 people",en
1447826.0,"In the heart of Barcelona, just in front of Port Vell and the historic Post Office building of Via Laietana you will find a majestic building built in XIX century where our 1840 Serviced Apartments agency holds 25 apartments with a spectacular views of the city and the port. The combination of XIX majestic decorations of high ceilings and modernity gives a touch of elegance to each floor.",en
47791201.0,"Spacious apartment with warm decoration in Poble Sec, 10 minutes walking to Plaza España and minutes from Montjuic mountain, incredible views and green areas.<br />It is exterior and has a balcony from which you can observe the quiet swing of the street. Super comfy terrace with table and chairs. It has three bedrooms so capacity from 3-5 people and a one fully bathroom and a half. The kitchen is fully equipped and is separated from the Spacious living room.",en
8.257781033571567e+17,There’s only one way to feel part of Barcelona and that’s to set up in this apartment in the heart of the city: Co-living in Eixample.,en
7.159628013329215e+17,"vig HAPPY APARTMENT IN EL BORN IN THE OLD TOWN!<br />Beautiful charming and comfortable spacious 3 bedroom ""ACOMODIS"" apartment with 1 bathroom ideally located in central Barcelona, in El Born,  a very nice and safe neighbourhood. This is a nice 3 bedroom ""ACOMODIS"" apartment with 1 bathroom in a perfect location in the city!",en
370665.0,"vig HAPPY APARTMENT IN EL BORN IN THE OLD TOWN!<br />Beautiful charming and comfortable spacious 3 bedroom ""ACOMODIS"" apartment with 1 bathroom ideally located in central Barcelona, in El Born,  a very nice and safe neighbourhood. This is a nice 3 bedroom ""ACOMODIS"" apartment with 1 bathroom in a perfect location in the city!",en
54337505.0,"If you want to feel part of Barcelona, then it's best to stay in the heart of the city: Eixample.",en
1447825.0,"In the heart of Barcelona, just in front of Port Vell and the historic Post Office building of Via Laietana you will find a majestic building built in XIX century where our 1840 Serviced Apartments agency holds 25 apartments with a spectacular views of the city and the port. The combination of XIX majestic decorations of high ceilings and modernity gives a touch of elegance to each floor.",en
290535.0,"vig HAPPY APARTMENT IN EL BORN IN THE OLD TOWN!<br />Beautiful charming and comfortable spacious 3 bedroom ""ACOMODIS"" apartment with 1 bathroom ideally located in central Barcelona, in El Born,  a very nice and safe neighbourhood. This is a nice 3 bedroom ""ACOMODIS"" apartment with 1 bathroom in a perfect location in the city!",en
1.034019391821812e+18,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe.,en
50557582.0,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
7.106057568148273e+17,"vig HAPPY APARTMENT IN EL BORN IN THE OLD TOWN!<br />Beautiful charming and comfortable spacious 3 bedroom ""ACOMODIS"" apartment with 1 bathroom ideally located in central Barcelona, in El Born,  a very nice and safe neighbourhood. This is a nice 3 bedroom ""ACOMODIS"" apartment with 1 bathroom in a perfect location in the city!",en
5.795672544466364e+17,"The Central Place VII is one of our best tourist apartments in Barcelona, ​​newly remodeled with boutique style and chic trends with Barcelona's traditional modernist style<br /><br />""WE ASK FOR A DEPOSIT  OF  300 EUROS ON CARD UPON ENTRY, WHICH IS RETURNED WITHIN 48 HOURS AFTER DEPARTURE """,en
1447830.0,"In the heart of Barcelona, just in front of Port Vell and the historic Post Office building of Via Laietana you will find a majestic building built in XIX century where our 1840 Serviced Apartments agency holds 25 apartments with a spectacular views of the city and the port. The combination of XIX majestic decorations of high ceilings and modernity gives a touch of elegance to each floor.",en
291160.0,"Beautiful charming and comfortable spacious duplex apartment located in central Barcelona, in La Vila Olímpica,  a very nice and safe neighbourhood. This is a nice 2 bedroom apartment with 2 bathrooms in a perfect location in the city!",en
1.0058828896542513e+18,"Sunny and renovated apartment on Calle Gravina<br />Fully sunny corner apartment on Gravina Street. Located in the center of Barcelona, right in front of the beautiful Plaza Castilla, and just a 5 minute walk from the emblematic Plaza Cataluña.",en
1.0955413122826506e+18,"Discover the best of Barcelona, with this four-bedroom Les Corts apartment with balcony views over the city. It’ll be easy to simply show up and start living in this elegantly Blueground furnished apartment with its fully-equipped kitchen, pretty living room, and our dedicated, on-the-ground support. (ID #BCN128)",en
1.0948864949833158e+18,"Feel at home wherever you choose to live with Blueground. You’ll love this stylish Galvany furnished four-bedroom apartment with its modern decor, fully equipped kitchen, and bright living room with great balcony views. Ideally located, you’re close to all the best that Barcelona has to offer! (ID #BCN127)",en
9.679595652440911e+17,"Discover the best of Barcelona, with this three-bedroom Poble Sec apartment with balcony views over the city. It’ll be easy to simply show up and start living in this airy Blueground furnished apartment with its fully-equipped kitchen, cozy living room, and our dedicated, on-the-ground support. (ID #BCN109)",en
50862458.0,There’s only one way to feel part of Barcelona and that’s to set up in this apartment in the heart of the city: Co-living in Eixample.,en
1.0492402278931654e+18,"Feel at home wherever you choose to live with Blueground. You’ll love this sophisticated Galvany furnished three-bedroom apartment with its modern decor, fully equipped kitchen, and beautiful living room with great balcony views. Ideally located, you’re close to all the best that Barcelona has to offer! (ID #BCN117)",en
6.55602942801469e+17,"Discover the best of Barcelona, with this three-bedroom Galvany apartment with  views over the city. It’ll be easy to simply show up and start living in this fashionably Blueground furnished apartment with its fully-equipped kitchen, lovely living room, and our dedicated, on-the-ground support. (ID #BCN19)",en
1.070171778669193e+18,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
52100912.0,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
5236388.0,"In the heart of Barcelona, just in front of Port Vell and the historic Post Office building of Via Laietana you will find a majestic building built in XIX century where our 1840 Serviced Apartments agency holds 25 apartments with a spectacular views of the city and the port. The combination of XIX majestic decorations of high ceilings and modernity gives a touch of elegance to each floor.",en
8.512657336404571e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe,en
53472950.0,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe.,en
14080842.0,"In the heart of Barcelona, just in front of Port Vell and the historic Post Office building of Via Laietana you will find a majestic building built in XIX century where our 1840 Serviced Apartments agency holds 25 apartments with a spectacular views of the city and the port. The combination of XIX majestic decorations of high ceilings and modernity gives a touch of elegance to each floor.",en
5.4250633601649734e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe.,en
53126777.0,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
40248216.0,"Comfy 3 bedroom penthouse  in Sant Andreu Area. The apartment has a big terrace to enjoy the sun of Barcelona. The flat has 3 rooms , full equipped kitchen, bathroom, A/C, heating and wifi included.<br />Area is plenty of live and super local. Easy access to all areas of Barcelona.<br />Closest metro station: Fabra y Puig just down the street ( Line 1/red, 2 min walking).<br />Area full of supermarkets,  easily connected to all areas of the city.",en
53125989.0,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe.,en
5.802782132061591e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe.,en
5.489713578804149e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe.,en
1.0607373268381004e+18,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
6.895627408644591e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
48586985.0,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
9.47671696524874e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
7.976202414530154e+17,"Feel at home wherever you choose to live with Blueground. You’ll love this beautiful Antiga Esquerra de l'Eixample furnished four-bedroom apartment with its modern decor, fully equipped kitchen, and pretty living room with great balcony views. Ideally located, you’re close to all the best that Barcelona has to offer! (ID #BCN68)",en
9.903605343304792e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
1.0513819395108406e+18,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
6.5989275404922e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe,en
8.432996489340125e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe.,en
50861895.0,"Want to experience the new Barcelona, where avant-garde design meets sea breezes and sandy beaches? Then this is the co-living apartment for you.",en
1447823.0,"In the heart of Barcelona, just in front of Port Vell and the historic Post Office building of Via Laietana you will find a majestic building built in XIX century where our 1840 Serviced Apartments agency holds 25 apartments with a spectacular views of the city and the port. The combination of XIX majestic decorations of high ceilings and modernity gives a touch of elegance to each floor.",en
7.251110010867333e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe.,en
7.14893664098888e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe.,en
7.221726330176685e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more.  We are currently present in some of the most important cities in Europe.,en
7.513488943439039e+17,Our mission is to empower individuals to immerse themselves in new places by having a home wherever they go. We do this by providing artfully designed fully furnished and serviced apartments for stays of one month or more. We are currently present in some of the most important cities in Europe,en
